ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5658605,Source1,2,2021-12-14 15:47:00,2021-12-14 17:14:20,35.60065200000001,-119.211073,35.591507,-119.206804,0.6759999999999999,Incident on CA-99 SB near CA-46 Drive with caution.,CA-99 S,Mc Farland,Kern,CA,93250,US,US/Pacific,KBFL,2021-12-14 15:54:00,43.0,34.0,89.0,29.37,6.0,WNW,22.0,0.04,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2416501,Source2,2,2018-12-27 16:53:22,2018-12-27 17:38:05,38.059731,-84.484352,,,0.0,Accident on US-27 Broadway at Loudon Ave.,N Broadway,Lexington,Fayette,KY,40508-1402,US,US/Eastern,KLEX,2018-12-27 16:54:00,53.1,,74.0,29.96,10.0,SSE,8.1,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-3177054,Source2,2,2017-11-09 08:14:40,2017-11-09 08:44:28,29.673977,-95.23465,,,0.0,Accident on Richey St at Flagstone Ter.,Flagstone Ter,Houston,Harris,TX,77017-6215,US,US/Central,KHOU,2017-11-09 07:53:00,54.0,,93.0,30.23,10.0,North,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6840221,Source1,2,2020-09-12 15:42:42,2020-09-12 18:22:53,44.861673,-93.350197,44.858753,-93.350257,0.202,Incident on MN-100 SB near I-494 Drive with caution.,Beltline Hwy S,Minneapolis,Hennepin,MN,55439,US,US/Central,KFCM,2020-09-12 15:53:00,63.0,63.0,72.0,28.9,10.0,WNW,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5108882,Source1,2,2022-11-21 08:40:00,2022-11-21 10:46:50,27.160915000000006,-80.304377,27.148740000000004,-80.29613499999998,0.982,Incident on FLORIDA'S TPKE SB near EXIT 138 Drive with caution.,Florida's Tpke S,Palm City,Martin,FL,34990,US,US/Eastern,KSUA,2022-11-21 08:47:00,75.0,75.0,73.0,30.16,10.0,E,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4774830,Source1,2,2022-12-07 04:05:00.000000000,2022-12-07 08:41:00.000000000,32.903490000000005,-96.897611,32.947164,-96.906089,3.057,Slow traffic on I-35E N - US-77 N - Stemmons Fwy N from Royal Ln/Exit 439 (I-35E) to Belt Line Rd (I-35E) due to accident.,I-35E N,Dallas,Dallas,TX,75229,US,US/Central,KDAL,2022-12-07 04:00:00,62.0,62.0,96.0,29.56,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3298807,Source2,2,2017-09-11 10:43:13,2017-09-11 11:27:22,39.169971,-84.468956,,,0.0,Right lane blocked due to accident on OH-562 Norwood Lateral Expy Westbound after Exit 2 US-42 Reading Rd.,Norwood Lateral Expy W,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2017-09-11 10:53:00,63.0,,75.0,30.25,10.0,NE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7512401,Source1,2,2018-10-01 17:51:58,2018-10-01 18:21:20,34.01158,-118.41809,34.00905,-118.41609,0.209,At Venice Blvd/Sawtelle Blvd/Exit 52 - Accident.,San Diego Fwy S,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2018-10-01 17:51:00,82.9,,37.0,29.74,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1308907,Source2,2,2020-09-22 22:34:00,2020-09-22 23:23:41,44.28698,-93.217209,,,0.0,Accident on MN-60 Kenyon Blvd at Davis Ave.,Kenyon Blvd,Faribault,Rice,MN,55021,US,US/Central,KFBL,2020-09-22 22:35:00,66.0,66.0,68.0,28.89,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3380070,Source2,3,2017-08-16 08:17:54,2017-08-16 09:02:00,35.464809,-80.587402,,,0.0,Right lane blocked due to accident on I-85 Southbound after Exit 60 Copperfield Blvd.,Dale Earnhardt Blvd,Kannapolis,Cabarrus,NC,28083,US,US/Eastern,KJQF,2017-08-16 07:50:00,73.4,,94.0,30.07,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4250733,Source1,2,2022-03-15 15:02:26,2022-03-15 16:22:05,29.926431,-90.133144,29.92715,-90.132583,0.06,Incident on WALNUT ST near MAGAZINE ST Expect delays.,Constance St,New Orleans,Orleans,LA,70118,US,US/Pacific,KAUD,2022-03-15 14:55:00,75.0,75.0,48.0,29.95,10.0,W,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-834956,Source2,3,2021-11-03 04:54:11,2021-11-03 05:20:00,40.289139,-76.981895,,,0.0,Lane blocked due to accident on I-81 Southbound after Exit 61 PA-944 Wertzville Rd.,Wertzville Rd,Enola,Cumberland,PA,17025,US,US/Eastern,KCXY,2021-11-03 04:56:00,34.0,34.0,75.0,29.87,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5074672,Source1,2,2023-02-06 07:41:06,2023-02-06 09:46:48,32.922725,-97.073429,32.922275,-97.064509,0.518,Accident on TX-121 N from TX-114 Western Split/TX-121 (TX-121/TX-114) to TX-26/Northwest Hwy (TX-121/TX-114).,TX-121 N,Grapevine,Tarrant,TX,76051,US,US/Central,KDFW,2023-02-06 07:42:00,59.0,59.0,90.0,29.34,10.0,S,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6905283,Source1,2,2020-12-06 13:40:00,2020-12-06 15:46:42,33.008154,-117.261961,33.013164,-117.267681,0.479,I5 N MANCHESTER SO. DRIVER STILL INSIDE VEH,I-5 N,Cardiff By the Sea,San Diego,CA,92007,US,US/Pacific,KCRQ,2020-12-06 13:53:00,66.0,66.0,30.0,29.74,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3989285,Source1,2,2022-10-13 16:12:44.000000000,2022-10-13 18:01:58.000000000,26.462684000000007,-80.088724,26.442517,-80.089383,1.394,Slow traffic on I-95 S from Woolbright Rd/Exit 56 (I-95) to Linton Blvd/Exit 51 (I-95) due to accident.,I-95 S,Delray Beach,Palm Beach,FL,33444,US,US/Eastern,KBCT,2022-10-13 15:53:00,77.0,77.0,90.0,29.84,9.0,CALM,0.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4692171,Source1,2,2022-11-01 21:41:30,2022-11-01 23:46:00,43.613257,-122.067325,43.6176,-122.082773,0.8290000000000001,Slow traffic on OR-58 from Lava Odell Rd (OR-58) to NFD-5897 (OR-58) due to accident.,Highway 58,Oakridge,Lane,OR,97463,US,US/Pacific,KEUG,2022-11-01 21:54:00,40.0,35.0,93.0,29.45,10.0,S,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-903594,Source2,2,2021-09-13 06:01:03,2021-09-13 06:30:36,26.546656,-81.839287,,,0.0,Lane blocked due to accident on Daniels Pkwy at CR-865 Six Mile Cypress Pkwy.,Daniels Pkwy,Fort Myers,Lee,FL,33912,US,US/Eastern,KRSW,2021-09-13 05:53:00,77.0,77.0,90.0,30.07,10.0,ENE,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-7492809,Source1,2,2018-12-30 03:34:00,2018-12-30 04:03:51,47.46387,-122.26628999999998,47.46208,-122.2627,0.208,Ramp to I-5/Southcenter Blvd - Accident.,I-5 S,Seattle,King,WA,98188,US,US/Pacific,KSEA,2018-12-30 03:53:00,43.0,38.2,80.0,30.11,10.0,WSW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4504492,Source1,2,2022-11-01 16:51:00.000000000,2022-11-01 17:19:04.000000000,41.74893400000001,-88.074382,41.749351,-88.074426,0.029,At IL-53 - Accident.,Greene Rd,Naperville,DuPage,IL,60565,US,US/Central,KLOT,2022-11-01 16:55:00,66.0,66.0,40.0,29.43,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6237209,Source1,2,2021-12-21 23:31:00,2021-12-22 01:43:52,38.727927,-120.820179,38.728825,-120.816835,0.191,Accident from Cribbs Rd to Placerville Dr., Forni Rd,Placerville,El Dorado,CA,95667-5454,US,US/Pacific,KPVF,2021-12-21 23:35:00,46.0,43.0,37.0,27.4,10.0,ESE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2274536,Source3,3,2019-02-08 17:42:54,2019-02-08 18:12:17,33.505741,-117.659554,,,0.050000000745058,Exit ramp from I-5 Southbound at Exit 82 to Ortega Hwy Eastbound lane blocked due to accident.,I-5 S,San Juan Capistrano,Orange,CA,92675,US,US/Pacific,KSNA,2019-02-08 17:53:00,55.9,,53.0,30.02,10.0,West,3.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-855003,Source2,2,2021-10-27 14:32:14,2021-10-27 15:01:15,38.603275,-90.510231,,,0.0,Right lane closed due to accident on MO-141 Woods Mill Rd Southbound after Burgundy Ln.,Woods Mill Rd,Ballwin,St. Louis County,MO,63011,US,US/Central,KSUS,2021-10-27 14:54:00,65.0,65.0,45.0,29.25,10.0,E,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5731644,Source1,2,2021-04-05 14:12:45,2021-04-05 15:37:09,32.792463,-117.066798,32.792138,-117.066587,0.026,Incident on COLLEGE AVE near LANCE ST Drive with caution.,Lance St,San Diego,San Diego,CA,92120,US,US/Pacific,KMYF,2021-04-05 13:53:00,65.0,65.0,61.0,29.52,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1350587,Source2,3,2020-10-21 18:24:42,2020-10-21 19:41:20,27.313507,-82.447823,,,0.0,Left lane blocked due to accident on I-75 Northbound after Exit 207 FL-758 Bee Ridge Rd.,I-75 N,Sarasota,Sarasota,FL,34240,US,US/Eastern,KSRQ,2020-10-21 18:53:00,76.0,76.0,91.0,29.93,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1381230,Source2,2,2020-07-08 16:37:39,2020-07-08 17:37:31,34.902962,-82.35018199999998,,,0.0,Accident on Stallings Rd at Rutherford Rd.,Rutherford Rd,Greenville,Greenville,SC,29609-1908,US,US/Eastern,KGMU,2020-07-08 16:53:00,89.0,89.0,52.0,28.79,10.0,ENE,9.0,0.0,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-5786963,Source1,2,2021-08-16 06:54:30,2021-08-16 08:43:30,39.406233,-77.433291,39.40178,-77.428507,0.4,Stationary traffic on Frederick Fwy S - I-270 S - US-40 E from US-340/Jefferson St (US-40) to I-270/I-70 (US-40) due to accident.,Frederick Fwy S,Frederick,Frederick,MD,21703,US,US/Eastern,KFDK,2021-08-16 06:47:00,68.0,68.0,94.0,29.85,4.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2929008,Source2,2,2018-03-06 14:23:00,2018-03-06 14:52:39,35.774208,-78.63844300000002,,,0.0,Accident on Wilmington St at Cabarrus St.,S Wilmington St,Raleigh,Wake,NC,27601-1849,US,US/Eastern,KRDU,2018-03-06 14:51:00,41.0,39.0,86.0,29.93,4.0,NE,3.5,0.08,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5769157,Source1,2,2021-09-12 04:46:30,2021-09-12 05:08:30,33.937697,-118.172912,33.932008,-118.178628,0.512,Slow traffic on I-710 S - Long Beach Fwy S from CA-42/Firestone Blvd (I-710) to Imperial Hwy (I-710) due to accident.,I-710 S,South Gate,Los Angeles,CA,90280,US,US/Pacific,KCQT,2021-09-12 04:52:00,63.0,63.0,87.0,29.7,8.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6073736,Source1,2,2021-07-19 08:58:30,2021-07-19 11:04:12,28.552699,-81.414627,28.553837,-81.413744,0.095,Slow traffic on FL-423 - FL-50 from N Goldwyn Ave to Technology Dr due to accident., W Colonial Dr,Orlando,Orange,FL,32805,US,US/Eastern,KORL,2021-07-19 08:53:00,82.0,82.0,85.0,30.02,10.0,S,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-994350,Source2,2,2021-06-22 06:36:28,2021-06-22 09:45:35,27.71315,-82.43405200000002,,,0.0,Accident on US-41 at FL-674 College Ave.,S US Highway 41,Ruskin,Hillsborough,FL,33570,US,US/Eastern,KMCF,2021-06-22 06:56:00,78.0,78.0,92.0,29.98,10.0,SSE,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6688456,Source1,2,2020-11-20 22:37:54,2020-11-21 01:16:55,42.932662,-85.681397,42.932687,-85.686498,0.258,Incident on LONDON ST near HOUSE 627 Drive with caution., Century Ave SW,Grand Rapids,Kent,MI,49503-8014,US,US/Eastern,KGRR,2020-11-20 22:53:00,39.0,36.0,86.0,29.42,10.0,NNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6947303,Source1,2,2020-11-10 13:48:00,2020-11-10 15:56:51,30.263997,-81.51938,30.259337,-81.51809,0.331,Incident on I-295 SB near UNF Drive with caution.,E Beltway S,Jacksonville,Duval,FL,32246,US,US/Eastern,KCRG,2020-11-10 13:53:00,82.0,82.0,82.0,29.86,8.0,SE,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1872115,Source2,2,2019-09-21 11:15:00,2019-09-21 13:01:08,33.163158,-87.549194,,,0.0,Two lanes blocked due to accident on AL-69 Northbound before Kauloosa Ave.,Highway 69 S,Tuscaloosa,Tuscaloosa,AL,35405-3926,US,US/Central,KTCL,2019-09-21 10:53:00,84.0,84.0,51.0,30.09,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1798291,Source2,3,2019-11-05 14:31:29,2019-11-05 15:45:14,38.880341,-77.237511,,,0.0,Right lane blocked due to accident on I-66 Eastbound at Exit 62.,I-66 E,Fairfax,Fairfax County,VA,22031,US,US/Eastern,KDAA,2019-11-05 14:56:00,65.0,65.0,36.0,30.07,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2074986,Source2,2,2019-06-27 09:48:35,2019-06-27 10:18:30,39.219761,-76.60163100000003,,,0.0,Accident on MD-171 Church St at Patrick Henry Dr.,Patrick Henry Dr,Brooklyn,Anne Arundel,MD,21225-3156,US,US/Eastern,KDMH,2019-06-27 09:54:00,88.0,,43.0,30.14,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-413150,Source2,2,2017-05-04 07:09:15,2017-05-04 07:53:49,26.547453000000004,-81.78842900000002,,,0.01,Accident on Jetport Commerce Pkwy at County Hwy-876 Daniels Pkwy.,Daniels Pkwy,Fort Myers,Lee,FL,33913,US,US/Eastern,KRSW,2017-05-04 06:53:00,70.0,,93.0,29.91,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1597288,Source2,2,2020-01-17 17:17:29,2020-01-17 17:47:03,42.728325,-71.204903,,,0.0,Accident on I-93 Northbound before Exits 47 47/48 48 MA-213 Exits 1A 1B.,Pelham St,Methuen,Essex,MA,01844,US,US/Eastern,KLWM,2020-01-17 16:54:00,16.0,2.0,32.0,30.42,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3296303,Source2,2,2017-09-08 07:49:48,2017-09-08 08:19:36,29.828388,-95.397568,,,0.0,Accident on Crosstimbers St at Main St.,Crosstimbers St,Houston,Harris,TX,77018,US,US/Central,KMCJ,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-975209,Source2,3,2021-07-08 11:03:33,2021-07-08 13:08:47,41.57785,-87.562576,,,0.0,Lane blocked due to accident on I-80 Westbound at IL-83 Torrence Ave.,I-294 N,Lansing,Cook,IL,60438,US,US/Central,KIGQ,2021-07-08 10:55:00,66.0,66.0,88.0,29.28,10.0,NNE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1109629,Source2,2,2021-03-23 06:09:42,2021-03-23 06:54:31,32.818695,-96.665352,,,0.0,Accident on La Prada Dr at Klondike Dr.,La Prada Dr,Dallas,Dallas,TX,75228-4582,US,US/Central,KDAL,2021-03-23 05:53:00,52.0,52.0,66.0,29.18,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5996119,Source1,2,2021-03-30 09:46:10.000000000,2021-03-30 11:49:51.000000000,38.858288526349725,-77.84857392273973,38.85833852634974,-77.86388392273973,0.8240000000000001,Incident on I-66 WB near MM 28 Right lane blocked. Expect delays.,I-66,Marshall,Fauquier,VA,20115,US,US/Eastern,KHWY,2021-03-30 09:55:00,55.0,55.0,46.0,29.99,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-172783,Source2,2,2016-09-14 08:39:09,2016-09-14 09:09:09,42.394226,-87.963165,,,0.0,Delays due to accident on County Hwy-29 Hunt Club Rd at Stearns School Rd.,W Stearns School Rd,Wadsworth,Lake,IL,60083,US,US/Central,KUGN,2016-09-14 08:34:00,64.9,,87.0,30.24,10.0,North,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6384115,Source1,2,2021-02-18 13:26:00,2021-02-18 15:33:10,39.02536,-122.659982,39.024681,-122.658474,0.094,Accident on Schindler St (CA-20) from Sulphur Bank Rd (CA-20) to CA-20., E Highway 20,Clearlake Oaks,Lake,CA,95423-9331,US,US/Pacific,KUKI,2021-02-18 12:56:00,57.0,57.0,44.0,29.65,10.0,SSE,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5403905,Source1,2,2022-03-07 21:29:00.000000000,2022-03-08 00:29:14.000000000,34.145604371861715,-117.30618596021029,34.145514371861715,-117.29692596021027,0.53,Accident on I-215 (CA-210) from H St (CA-210) to CA-210 E.,CA-210,San Bernardino,San Bernardino,CA,92405,US,US/Pacific,KSBD,2022-03-07 21:40:00,58.0,58.0,10.0,28.94,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6428983,Source1,2,2021-02-07 14:09:30,2021-02-07 15:07:30,38.834088,-76.871024,38.828927,-76.87614,0.451,Stationary traffic on I-95 S - I-495 S from MD-4/Pennsylvania Ave/Exit 11 (Capital Beltway/I-495) to Forestville Rd/Exit 9 (Capital Beltway/I-495) due to accident.,Capital Beltway S,District Heights,Prince George's,MD,20747,US,US/Eastern,KWBC,2021-02-07 14:11:00,36.0,30.0,100.0,29.56,10.0,NNW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5447155,Source1,2,2022-02-10 17:03:17,2022-02-10 17:37:17,30.60255646691036,-87.1532213683741,30.59926646691036,-87.1614013683741,0.537,Stationary traffic on County Hwy-197A - US-90 E - US-90 W - FL-10 from CR-197A/Bell Ln/School Ln (US-90) to CR-197A/Chumuckla Hwy/Floridatown Rd (US-90) due to accident.,US-90,Milton,Santa Rosa,FL,32571,US,US/Central,KNDZ,2022-02-10 16:56:00,63.0,63.0,33.0,29.88,10.0,SSW,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1571292,Source2,2,2020-03-02 07:54:16,2020-03-02 08:50:00,26.708151,-81.88311,,,0.0,Accident on Arts Way near Suncoast Ln.,Johnson Rd,North Fort Myers,Lee,FL,33917,US,US/Eastern,KFMY,2020-03-02 07:53:00,60.0,60.0,75.0,30.16,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5106246,Source1,2,2022-05-05 14:45:37.000000000,2022-05-05 15:12:25.000000000,39.835438,-75.155203,39.838743,-75.152716,0.264,Stationary traffic on County Hwy-551 - NJ-45 from Carpenter St/Penn St (NJ-45) to Red Bank Ave (Broad St/NJ-45) due to accident., E Barber Ave,Woodbury,Gloucester,NJ,08096,US,US/Eastern,KPHL,2022-05-05 14:54:00,72.0,72.0,41.0,30.05,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4603374,Source1,2,2022-01-30 07:13:00.000000000,2022-01-30 08:31:37.000000000,34.323273897007354,-118.47545742932093,34.32295389700735,-118.47961742932092,0.238,Incident on I-210 WB near YARNELL Drive with caution.,I-210,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2022-01-30 07:50:00,50.0,50.0,24.0,29.09,10.0,WNW,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3432,Source2,3,2016-07-18 19:33:04,2016-07-18 20:03:04,37.742317,-121.954285,,,0.0,Accident on I-680 Southbound at Exit 34 Bollinger Canyon Rd.,I-680 S,San Ramon,Contra Costa,CA,94583,US,US/Pacific,KLVK,2016-07-18 19:53:00,64.9,,61.0,30.03,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5939850,Source1,2,2021-06-15 15:50:00,2021-06-15 17:44:30,40.741715,-111.990185,40.724865,-111.986347,1.181,Slow traffic on UT-154 from California Ave (Bangerter Hwy/UT-154) to W 3100 S (Bangerter Hwy/UT-154) due to accident., Bangerter Hwy,Salt Lake City,Salt Lake,UT,84104,US,US/Mountain,KSLC,2021-06-15 15:54:00,104.0,104.0,6.0,25.68,10.0,S,28.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3789914,Source1,2,2022-07-03 23:45:00.000000000,2022-07-04 01:54:34.000000000,36.415968,-121.278097,36.415964,-121.276338,0.098,Accident on CA-146 from Metz Rd to Fabry Rd., Metz Rd,Soledad,Monterey,CA,93960-9711,US,US/Pacific,KSNS,2022-07-03 23:53:00,60.0,60.0,69.0,29.92,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2017928,Source2,2,2019-08-12 09:26:03,2019-08-12 10:25:21,45.165089,-93.858414,,,0.0,Accident on MN-55 Eastbound at Settlers Pkwy.,Highway 55 E,Buffalo,Wright,MN,55313,US,US/Central,KCFE,2019-08-12 09:35:00,71.0,,84.0,28.88,10.0,,,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
